"*";1;123;"Кружка Атмарк оранжевая";"";300;;;
"*";1;124;"Кружка Атмарк голубая";"";300;;;
"*";1;125;"Телефон Siemens C55 белый";"";1500;;;
"*";1;126;"Ручка перьевая Lamy Nexx";"";700;;;
"*";1;127;"Часы Восток";"";2000;;;
"*";1;128;"Дырокол";"";200;;;
"*";1;129;"Кольцо серебрянное с эмалью";"";1700;;;
"*";1;130;"Телефон Philips чёрный";"";4000;;;
"*";1;131;"Телефон Телур чёрный";"";350;;;
