;;;"Палитра-Трейд";;;"В начало";;
;;"Прайс-лист на 25.03.09";;;"www.palitra-trade.com";;;
;;"г.Перми т/ф (342)294-60-82, 294-64-14, 296-23-53, 296-26-15";;;;;;
;;"Код ";"Наименование товара";"Артикул";"Цена";;;"Заказ"
"*";0;60065;"Плитка обл. РОМИАТА 250х400 коричневая Низ (1 кор. - 1,2 кв. м) 1/12 Харьков";"                         ";32.5;;;
"*";0;59904;"Плитка обл. ТУРИН 6С 200х300 (1кор. -1,32кв.м) 1/22 ""Пиастрелла""";"                         ";20.1;;;
"*";0;58776;"Плитка обл. ШАНХАЙ 200х300 голубая (1 кор. -1,44кв.м) 1/24  Харьков";"                         ";11.3;;;
"***";" ";" ";"Уралкерамика";;;;;
"*";0;58023;"Бордюр ""Адажио"" на кор. кор. 249х70";"БД25АД404                ";33.6;;;
"*";0;28733;"Бордюр ""Аллегро"" на кор. кор. 249х80";"БД28АГ404К               ";33.6;;;
"*";0;28709;"Бордюр ""Ареналь"" на кор. корич. 249х60";"БД32АР404                ";36;;;
"*";0;48661;"Бордюр ""Венеция"" на бел. кор. 249х30";"БД31ВН004                ";27.6;;;
"*";0;48662;"Бордюр ""Венеция"" на бел. кор. 249х65";"БД22ВН004                ";33.6;;;
"*";0;48654;"Бордюр ""Дели"" на гол. гол. 249х80";"БД28ДЛ606                ";33.6;;;
"*";0;44810;"Бордюр ""Дели"" на кор. кор. 249х80";"БД28ДЛ404                ";33.6;;;
"*";0;58026;"Бордюр ""Дели"" Эдельвейс на зел. зел. 249х70";"БД25ЭВ101                ";38.4;;;
"*";0;48667;"Бордюр ""Марокко"" на кор. голубой 249х30";"БД31МК406                ";30;;;
"*";0;48666;"Бордюр ""Марокко"" на кор. голубой 249х65";"БД22МК406                ";33.6;;;
"*";0;40832;"Бордюр ""Марокко"" на кор. зеленый 249х65";"БД22МК401                ";33.6;;;
"*";0;27486;"Бордюр ""Рифы"" на гол. голуб. 249х30";"БД31РФ606                ";33.6;;;
"*";0;27485;"Бордюр ""Рифы"" на гол. голуб. 249х80";"БД28РФ606                ";38.4;;;
"*";0;56764;"Бордюр ""Рифы"" на кор. кор. 249х80";"БД28РФ404                ";38.4;;;
"*";0;25346;"Бордюр ""Эллада"" на кор.коричн. 249*25";"БД29ЭА404                ";33.6;;;
"*";0;25345;"Бордюр ""Эллада"" на кор.коричн. 249*70 1/26";"БД25ЭА404                ";38.4;;;
"*";0;58022;"Вставка ""Адажио""  на сер. корич. 249х363";"ВС7АД404                 ";75.6;;;
"*";0;28732;"Вставка ""Аллегро"" на кор. кор. 249х363";"ВС7АГ404К                ";75.6;;;
"*";0;28708;"Вставка ""Ареналь"" на кор. кор. 249*363";"ВС7АР404                 ";48;;;
"*";0;48664;"Вставка ""Венецианский канал-2"" на бел. кор. 249*363";"ВС7ВК024                 ";90;;;
"*";0;48663;"Вставка ""Венецианский канал-3"" на бел. кор. 249*363";"ВС7ВК034                 ";90;;;
"*";0;48665;"Вставка ""Венецианский собор"" на бел. кор. 249*363";"ВС7ВС004                 ";90;;;
"*";0;48655;"Вставка ""Дели"" на гол. гол. 249*363";"ВС7ДЛ606                 ";84;;;
"*";0;44809;"Вставка ""Дели"" на кор. кор. 249*363";"ВС7ДЛ404                 ";75.6;;;
"*";0;58025;"Вставка ""Дели"" Эдельвейс на зел. зел. 249*363";"ВС7ЭВ101                 ";90;;;
"*";0;48668;"Вставка ""Марокко"" на кор. голубая 249х363";"ВС7МК406                 ";99.6;;;
"*";0;40831;"Вставка ""Марокко"" на кор. зеленая 249х363";"ВС7МК401                 ";90;;;
"*";0;27482;"Вставка ""Рифы"" на гол. голуб. 249*363";"ВС7РФ606                 ";55.2;;;
"*";0;25347;"Вставка ""Эллада""  на кор.кор. ЛЕВАЯ 249*363";"ВС7ЭА404Л                ";90;;;
"*";0;25348;"Вставка ""Эллада""  на кор.кор. ПРАВАЯ 249*363";"ВС7ЭА404П                ";90;;;
"*";0;25349;"Вставка ""Эллада""  на кор.кор.центральная 249*363";"ВС7ЭА404Ц                ";90;;;
"*";0;31132;"Керам.гранит 30х30см СП.302-тон N калибр 0 (1кор. - 1,35кв.м) 1/15";"                         ";25;;;
"*";0;25371;"Керам.гранит 30х30см СП.310- тон N калибр. 1 (1кор. - 1,35кв.м) 1/15";"                         ";24.6;;;
"*";0;57148;"Керам.гранит 30х30см СП.310-тон J калибр. 0, св. серый (1кор. - 1,35кв.м) 1/15";"                         ";24.5;;;
"*";0;58137;"Керам.гранит 30х30см СП.310-тон J калибр. 1, св. серый (1кор. - 1,35кв.м) 1/15";"                         ";24.5;;;
"*";0;58136;"Керам.гранит Н/К 30х30см СП.302S- тон D СТУПЕНИ (1кор. - 1,35кв.м) 1/15";"                         ";20.4;;;
"*";0;27487;"Плитка для пола ""Ареналь"" 304х304 на гол. голуб. 1/14 (1кор.- 1,294кв.м)";"1АР606                   ";25.6;;;
"*";0;28707;"Плитка для пола ""Ареналь"" 304х304 на кор. корич.. 1/14 (1кор.- 1,294кв.м)";"1АР404                   ";25.6;;;
"*";0;38589;"Плитка для пола ""Венеция"" 304х304 на корич.кор. 1/14 (1кор.- 1,294кв.м)";"1ВН404                   ";25.6;;;
"*";0;56069;"Плитка для пола ""Дакар"" 304х304 на кор. кор. 1/14 (1кор.- 1,294кв.м)";"1ДА404РП                 ";19.8;;;
"*";0;57123;"Плитка для пола ""Дакар"" 304х304 на кор. кор. 1/14 (1кор.- 1,294кв.м)";"1ДА404                   ";25.6;;;
"*";0;25355;"Плитка для пола ""Дакар"" 304х304 на кор. роз. 1/14 (1кор.- 1,294кв.м)";"1ДА405                   ";25.6;;;
"*";0;48651;"Плитка для пола ""Дели"" 304х304 на гол. голубая (1кор.- 1,294кв.м) 1/14";"1ДЛ606                   ";27.7;;;
"*";0;58027;"Плитка для пола ""Дели"" 304х304 на зел. зел. 1/14 (1кор.- 1,294кв.м)";"1ДЛ101                   ";27.6;;;
"*";0;48650;"Плитка для пола ""Дубрава"" 304х304 на кор. коричневая 1/14 (1кор.- 1,294кв.м)";"1ДБ404                   ";27.7;;;
"*";0;48649;"Плитка для пола ""Дубрава"" 304х304 на кор. черная 1/14 (1кор.- 1,294кв.м)";"1ДБ402                   ";27.7;;;
"*";0;25352;"Плитка для пола ""Египет"" 304х304 на сером серая 1/14 (1кор.- 1,294кв.м)";"1ЕГ707                   ";25.6;;;
"*";0;25353;"Плитка для пола ""Клен"" 304х304 на кор. корич. 1/14 (1кор.- 1,294кв.м)";"1КЛ404                   ";25.6;;;
"*";0;49855;"Плитка для пола ""Корунд"" 304х304 на бел. песоч. 1/14 (1кор.- 1,294кв.м)";"1КР016                   ";27.7;;;
"*";0;49854;"Плитка для пола ""Корунд"" 304х304 на кор. кор. 1/14 (1кор.- 1,294кв.м)";"1КН404                   ";27.7;;;
"*";0;57850;"Плитка для пола ""Корунд"" 304х304 на роз. кор. 1/14 (1кор.- 1,294кв.м)";"1КН504                   ";27.7;;;
"*";0;57063;"Плитка для пола ""Марокко"" 304х304  на бел. корич. (1кор.-1,294кв.м) 1/14";"1МК004                   ";25.6;;;
"*";0;40830;"Плитка для пола ""Марокко"" 304х304  на кор. корич. (1кор.-1,294кв.м) 1/14";"1МК404                   ";28.2;;;
"*";0;56072;"Плитка для пола ""Оксана"" 304х304 на корич. серая 1/14 (1кор.-1,294кв.м)";"1ОК502                   ";25.6;;;
"*";0;25357;"Плитка для пола ""Пиренеи"" 304х304 на бел. роз. 1/14 (1кор.- 1,294кв.м)";"1ПР005                   ";24;;;
"*";0;25356;"Плитка для пола ""Пиринеи"" 304х304 на сер. серая 1/14 (1кор.- 1,294кв.м)";"1ПР707                   ";24;;;
"*";0;25358;"Плитка для пола ""Рапсодия"" 304х304 на зел. черн. 1/14 (1кор.- 1,294кв.м)";"1РС102                   ";22.7;;;
"*";0;57851;"Плитка для пола ""Рапсодия"" 304х304 на кор. кор. 1/14 (1кор.- 1,294кв.м)";"1РС404                   ";22.7;;;
"*";0;25360;"Плитка для пола ""Рапсодия"" на голуб. черная 1/14 (1кор.- 1,294кв.м)";"1РС602                   ";22.7;;;
"*";0;48586;"Плитка для пола ""Урал"" 304х304 на зел. зел. 1/14 (1 кор. - 1,294 кв.м)";"1УЛ101                   ";25.6;;;
"*";0;56068;"Плитка для пола ""Элиос"" 304х304 на корич. серая 1/14 (1кор.-1,294кв.м)";"1ЭЛ407                   ";22.2;;;
"*";0;25350;"Плитка для пола ""Эллада"" 304х304 на кор.кор. 1/14 (1кор.-1,294кв.м)";"1ЭА404                   ";27.7;;;
"*";0;56492;"Плитка для пола ""Эллада"" 304х304 на кор.кор. РП 1/14 (1кор.-1,294кв.м)";"1ЭА404РП                 ";24.3;;;
"*";0;56070;"Плитка для пола ""Этюд"" 304х304 на бел. голубая 1/14 (1кор. - 1,294 кв. м)";"1ЭД006                   ";20.5;;;
"*";0;56071;"Плитка для пола ""Этюд"" 304х304 на бел. серая 1/14 (1 кор. -1,294 кв. м)";"1ЭД007                   ";20.5;;;
"*";0;57062;"Плитка для пола Н/К ""Клен"" 304х304 на корич. корич. 1/14 (1кор.- 1,294кв.м)";"1КЛ404                   ";16.8;;;
"*";0;56513;"Плитка для пола Н/К ""Токио"" 304х304 на корич. черная 1/14 (1кор.- 1,294кв.м)";"1ТО402                   ";15.7;;;
"*";0;56515;"Плитка для пола Н/К ""Фламинго"" 304х304 розовая 1/14 (1кор.- 1,294кв.м)";"1ФГ500                   ";15.7;;;
"*";0;56516;"Плитка для пола Н/К ""Фламинго"" 304х304 синяя 1/14 (1кор.- 1,294кв.м)";"1ФГ602                   ";15.7;;;
"*";0;28737;"Плитка обл. ""Адажио"" 249х363 на бел. сер..1/16 (1кор. - 1,45кв.м)";"7АД007                   ";25.2;;;
"*";0;58028;"Плитка обл. ""Адажио"" 249х363 на кор. розовая  1/16 (1кор. - 1,45кв.м)";"7АД405                   ";25.2;;;
"*";0;28728;"Плитка обл. ""Адажио"" 249х363 св. кор.  1/16 (1кор. - 1,45кв.м)";"7АД404                   ";25.2;;;
"*";0;27480;"Плитка обл. ""Ареналь"" 249х363 на бел. голубая 1/16 (1кор.- 1,45кв. м)";"7АР006                   ";22.7;;;
"*";0;28705;"Плитка обл. ""Ареналь"" 249х363 на бел. корич. 1/16 (1кор.- 1,45кв. м)";"7АР004                   ";22.7;;;
"*";0;27481;"Плитка обл. ""Ареналь"" 249х363 на гол. голубая 1/16 (1кор.- 1,45кв. м)";"7АР606                   ";22.7;;;
"*";0;28706;"Плитка обл. ""Ареналь"" 249х363 на кор. корич. 1/16 (1кор.- 1,45кв. м)";"7АР404                   ";22.7;;;
"*";0;48659;"Плитка обл. ""Венеция"" на белом кор. 249х363 1/16 (1кор. - 1,45кв.м)";"7ВН004                   ";25.2;;;
"*";0;48660;"Плитка обл. ""Венеция"" на кор. кор. 249х363 1/16 (1кор. - 1,45кв.м)";"7ВН404                   ";25.2;;;
"*";0;48652;"Плитка обл. ""Дели"" на бел. голубая 249х363мм 1/16 (1 кор. - 1,45)";"7ДЛ006                   ";25.2;;;
"*";0;58024;"Плитка обл. ""Дели"" на бел. зеленая 249х363мм 1/16 (1 кор. - 1,45)";"7ДЛ001                   ";25.2;;;
"*";0;48653;"Плитка обл. ""Дели"" на гол. голубая 249х363мм 1/16 (1 кор. - 1,45)";"7ДЛ606                   ";28;;;
"*";0;44811;"Плитка обл. ""Дели"" на кор. корич. 249х363мм 1/16 (1 кор. - 1,45)";"7ДЛ404                   ";25.2;;;
"*";0;40828;"Плитка обл. ""Марокко"" 249х363 на бел. корич. (1кор.-1,45кв.м) 1/16";"7МК004                   ";28;;;
"*";0;40829;"Плитка обл. ""Марокко"" 249х363 на кор. корич. (1кор.-1,45кв.м) 1/16";"7МК404                   ";28;;;
"*";0;25343;"Плитка обл. ""Эллада"" 249х363 на бел. кор. 1/16 (1кор.- 1,45кв.м)";"7ЭА004                   ";28.5;;;
"*";0;57064;"Плитка обл. ""Эллада"" 249х363 на бел. кор. РП 1/16 (1кор.- 1,45кв.м)";"7ЭА004 РП                ";24.9;;;
"*";0;25344;"Плитка обл. ""Эллада"" 249х363 на кор. кор. 1/16 (1кор.- 1,45кв.м)";"7ЭА404                   ";28.5;;;
"*";0;55724;"Керам.гранит 30х30см СП.301- тон Y калибр 0 (1 кор. -1,35кв. м) 1/15";"                         ";22.67;;;
"*";0;55128;"Керам.гранит 30х30см СП.301- тон Е калибр 1";"                         ";23.32;;;
